,adress
36646,"Москва, Затонная улица, 22"
36653,"Москва, Нижегородская улица, 80, корп. 2"
36656,"Москва, поселение Мосрентген, улица Адмирала Корнилова, 63"
36659,"Москва, Новорижское шоссе, 22-й километр, вл1с1"
36661,"Москва, 1-й Басманный переулок, 3, стр. 3"
36665,"Москва, Медведковский лесопарк"
36676,"Москва, Волгоградский проспект, 84, корп. 1"
36681,"Москва, поселение Московский, МКАД, 47-й километр, с5"
36683,"Москва, поселение Краснопахорское, село Красная Пахра, 23, стр. 1"
36687,"Москва, Космодамианская набережная, 46/50с1"
36689,"Москва, Малая Бронная улица, 4"
36693,"Москва, Юго-Западный административный округ, район Южное Бутово, посёлок Милицейский, Типографская улица, 10, стр. 1"
36711,"Москва, улица Малыгина, 1с2"
36713,"Москва, Щербинка, Новостроевская улица, 4"
36718,"Москва, Староваганьковский переулок, 19с7"
36719,"Москва, Рождественская улица, 12"
36740,"Москва, Люблинская улица, 157, корп. 2"
36749,"Москва, Старопименовский переулок, 18"
36757,"Москва, поселение Московский, Киевское шоссе, 22-й километр, 4А, стр. 1"
36765,"Москва, Ярцевская улица, 27к8"
36785,"Москва, улица Большие Каменщики, 6с1"
36786,"Москва, Магаданская улица, 8"
36791,"Москва, улица Михайлова, 30/8"
36793,"Москва, Сиреневый бульвар, 85"
36796,"Москва, Дербеневская улица, 20, стр. 18"
36813,"Москва, Овчинниковская набережная, 20с1"
36818,"Москва, Кировоградская улица, 8, корп. 3"
36839,"Москва, Таймырская улица, 5, стр. 3"
36841,"Москва, Загородное шоссе, 1, корп. 2, стр. 12"
36849,"Москва, Ореховый бульвар, 12к1"
36868,"Москва, Тверская улица, 13"
36878,"Москва, Троицк, Центральная улица, 2А"
36880,"Москва, Алтуфьевское шоссе, 97Б"
36881,"Москва, Зеленоград, к1824"
36890,"Москва, Складочная улица, 22"
36896,"Москва, улица Новая Дорога, 11с1"
36900,"Москва, Малая Сухаревская площадь, 1, стр. 1"
36904,"Москва, Автозаводская улица, 21"
36911,"Москва, улица Плющиха, 10"
36920,"Москва, улица Рождественка, 5/7с1"
36922,"Москва, Страстной бульвар, 7, стр. 3"
36934,"Москва, улица Паустовского, 1"
36936,"Москва, Профсоюзная улица, 128А"
36945,"Москва, проспект Мира, 119, стр. 173"
36949,"Москва, Попов проезд, 1, корп. 1"
36966,"Москва, Новоданиловская набережная, 4, стр. 2"
36974,"Москва, Киевская улица, 18"
36976,"Москва, улица Коминтерна, 33к2"
36978,"Москва, 6-я Радиальная улица, 5, корп. 4"
36992,"Москва, Рождественский бульвар, 20"
36993,"Москва, улица Столетова, 7, корп. 1"
37002,"Москва, Нижегородская улица, 25"
37003,"Москва, парк 70-летия Победы"
37004,"Москва, Инженерная улица, 1"
37011,"Москва, поселение Филимонковское, посёлок Радиоцентр, 7"
37017,"Москва, Матвеевская улица"
37021,"Москва, Новочерёмушкинская улица, 21А"
37029,"Москва, Большая Пионерская улица, 4"
37032,"Москва, МКАД, 33-й километр, 6, стр. 1"
37034,"Москва, Зеленоград, проезд № 4801, 5"
37038,"Москва, улица Маросейка, 4/2с1"
37041,"Москва, Неглинная улица, 18, стр. 1"
37057,"Москва, Первомайская улица, 1"
37058,"Москва, Малый Златоустинский переулок, 2"
37059,"Москва, улица Арбат, 36/2с1"
37070,"Москва, 3-я улица Ямского Поля, 9к4"
37075,"Москва, Перовская улица, 1, стр. 22"
37080,"Москва, улица Архитектора Щусева, 2к3"
37082,"Москва, Новослободская улица, 58/12с23"
